Date,年,季,月,月份名稱,年份月份,星期,工作日,年週序,交通匹配欄
2035/10/15 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週一,平日,2035W42,非參考日
2035/10/16 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週二,平日,2035W42,週2-4
2035/10/17 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週三,平日,2035W42,週2-4
2035/10/18 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週四,平日,2035W42,週2-4
2035/10/19 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週五,平日,2035W42,非參考日
2035/10/2 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週二,平日,2035W40,週2-4
2035/10/20 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週六,週末,2035W42,週六
2035/10/21 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週日,週末,2035W42,週日
2035/10/22 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週一,平日,2035W43,非參考日
2035/10/23 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週二,平日,2035W43,週2-4
2035/10/24 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週三,平日,2035W43,週2-4
2035/10/25 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週四,平日,2035W43,週2-4
2035/10/26 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週五,平日,2035W43,非參考日
2035/10/27 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週六,週末,2035W43,週六
2035/10/28 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週日,週末,2035W43,週日
2035/10/29 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週一,平日,2035W44,非參考日
2035/10/3 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週三,平日,2035W40,週2-4
2035/10/30 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週二,平日,2035W44,週2-4
2035/10/31 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週三,平日,2035W44,週2-4
2035/10/4 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週四,平日,2035W40,週2-4
2035/10/5 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週五,平日,2035W40,非參考日
2035/10/6 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週六,週末,2035W40,週六
2035/10/7 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週日,週末,2035W40,週日
2035/10/8 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週一,平日,2035W41,非參考日
2035/10/9 上午 12:00:00,2035,Q4,10,10月,2035-Oct,週二,平日,2035W41,週2-4
2035/11/1 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週四,平日,2035W44,週2-4
2035/11/10 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週六,週末,2035W45,週六
2035/11/11 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週日,週末,2035W45,週日
2035/11/12 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週一,平日,2035W46,非參考日
2035/11/13 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週二,平日,2035W46,週2-4
2035/11/14 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週三,平日,2035W46,週2-4
2035/11/15 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週四,平日,2035W46,週2-4
2035/11/16 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週五,平日,2035W46,非參考日
2035/11/17 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週六,週末,2035W46,週六
2035/11/18 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週日,週末,2035W46,週日
2035/11/19 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週一,平日,2035W47,非參考日
2035/11/2 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週五,平日,2035W44,非參考日
2035/11/20 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週二,平日,2035W47,週2-4
2035/11/21 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週三,平日,2035W47,週2-4
2035/11/22 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週四,平日,2035W47,週2-4
2035/11/23 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週五,平日,2035W47,非參考日
2035/11/24 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週六,週末,2035W47,週六
2035/11/25 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週日,週末,2035W47,週日
2035/11/26 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週一,平日,2035W48,非參考日
2035/11/27 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週二,平日,2035W48,週2-4
2035/11/28 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週三,平日,2035W48,週2-4
2035/11/29 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週四,平日,2035W48,週2-4
2035/11/3 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週六,週末,2035W44,週六
2035/11/30 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週五,平日,2035W48,非參考日
2035/11/4 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週日,週末,2035W44,週日
2035/11/5 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週一,平日,2035W45,非參考日
2035/11/6 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週二,平日,2035W45,週2-4
2035/11/7 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週三,平日,2035W45,週2-4
2035/11/8 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週四,平日,2035W45,週2-4
2035/11/9 上午 12:00:00,2035,Q4,11,11月,2035-Nov,週五,平日,2035W45,非參考日
2035/12/1 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週六,週末,2035W48,週六
2035/12/10 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週一,平日,2035W50,非參考日
2035/12/11 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週二,平日,2035W50,週2-4
2035/12/12 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週三,平日,2035W50,週2-4
2035/12/13 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週四,平日,2035W50,週2-4
2035/12/14 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週五,平日,2035W50,非參考日
2035/12/15 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週六,週末,2035W50,週六
2035/12/16 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週日,週末,2035W50,週日
2035/12/17 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週一,平日,2035W51,非參考日
2035/12/18 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週二,平日,2035W51,週2-4
2035/12/19 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週三,平日,2035W51,週2-4
2035/12/2 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週日,週末,2035W48,週日
2035/12/20 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週四,平日,2035W51,週2-4
2035/12/21 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週五,平日,2035W51,非參考日
2035/12/22 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週六,週末,2035W51,週六
2035/12/23 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週日,週末,2035W51,週日
2035/12/24 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週一,平日,2035W52,非參考日
2035/12/25 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週二,平日,2035W52,週2-4
2035/12/26 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週三,平日,2035W52,週2-4
2035/12/27 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週四,平日,2035W52,週2-4
2035/12/28 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週五,平日,2035W52,非參考日
2035/12/29 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週六,週末,2035W52,週六
2035/12/3 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週一,平日,2035W49,非參考日
2035/12/30 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週日,週末,2035W52,週日
2035/12/31 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週一,平日,2035W53,非參考日
2035/12/4 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週二,平日,2035W49,週2-4
2035/12/5 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週三,平日,2035W49,週2-4
2035/12/6 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週四,平日,2035W49,週2-4
2035/12/7 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週五,平日,2035W49,非參考日
2035/12/8 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週六,週末,2035W49,週六
2035/12/9 上午 12:00:00,2035,Q4,12,12月,2035-Dec,週日,週末,2035W49,週日
2035/2/1 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週四,平日,2035W5,週2-4
2035/2/10 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週六,週末,2035W6,週六
2035/2/11 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週日,週末,2035W6,週日
2035/2/12 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週一,平日,2035W7,非參考日
2035/2/13 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週二,平日,2035W7,週2-4
2035/2/14 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週三,平日,2035W7,週2-4
2035/2/15 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週四,平日,2035W7,週2-4
2035/2/16 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週五,平日,2035W7,非參考日
2035/2/17 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週六,週末,2035W7,週六
2035/2/18 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週日,週末,2035W7,週日
2035/2/19 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週一,平日,2035W8,非參考日
2035/2/2 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週五,平日,2035W5,非參考日
2035/2/20 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週二,平日,2035W8,週2-4
2035/2/21 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週三,平日,2035W8,週2-4
2035/2/22 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週四,平日,2035W8,週2-4
2035/2/23 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週五,平日,2035W8,非參考日
2035/2/24 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週六,週末,2035W8,週六
2035/2/25 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週日,週末,2035W8,週日
2035/2/26 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週一,平日,2035W9,非參考日
2035/2/27 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週二,平日,2035W9,週2-4
2035/2/28 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週三,平日,2035W9,週2-4
2035/2/3 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週六,週末,2035W5,週六
2035/2/4 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週日,週末,2035W5,週日
2035/2/5 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週一,平日,2035W6,非參考日
2035/2/6 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週二,平日,2035W6,週2-4
2035/2/7 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週三,平日,2035W6,週2-4
2035/2/8 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週四,平日,2035W6,週2-4
2035/2/9 上午 12:00:00,2035,Q1,02,2月,2035-Feb,週五,平日,2035W6,非參考日
2035/3/1 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週四,平日,2035W9,週2-4
2035/3/10 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週六,週末,2035W10,週六
2035/3/11 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週日,週末,2035W10,週日
2035/3/12 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週一,平日,2035W11,非參考日
2035/3/13 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週二,平日,2035W11,週2-4
2035/3/14 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週三,平日,2035W11,週2-4
2035/3/15 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週四,平日,2035W11,週2-4
2035/3/16 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週五,平日,2035W11,非參考日
2035/3/17 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週六,週末,2035W11,週六
2035/3/18 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週日,週末,2035W11,週日
2035/3/19 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週一,平日,2035W12,非參考日
2035/3/2 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週五,平日,2035W9,非參考日
2035/3/20 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週二,平日,2035W12,週2-4
2035/3/21 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週三,平日,2035W12,週2-4
2035/3/22 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週四,平日,2035W12,週2-4
2035/3/23 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週五,平日,2035W12,非參考日
2035/3/24 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週六,週末,2035W12,週六
2035/3/25 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週日,週末,2035W12,週日
2035/3/26 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週一,平日,2035W13,非參考日
2035/3/27 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週二,平日,2035W13,週2-4
2035/3/28 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週三,平日,2035W13,週2-4
2035/3/29 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週四,平日,2035W13,週2-4
2035/3/3 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週六,週末,2035W9,週六
2035/3/30 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週五,平日,2035W13,非參考日
2035/3/31 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週六,週末,2035W13,週六
2035/3/4 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週日,週末,2035W9,週日
2035/3/5 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週一,平日,2035W10,非參考日
2035/3/6 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週二,平日,2035W10,週2-4
2035/3/7 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週三,平日,2035W10,週2-4
2035/3/8 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週四,平日,2035W10,週2-4
2035/3/9 上午 12:00:00,2035,Q1,03,3月,2035-Mar,週五,平日,2035W10,非參考日
2035/4/1 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週日,週末,2035W13,週日
2035/4/10 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週二,平日,2035W15,週2-4
2035/4/11 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週三,平日,2035W15,週2-4
2035/4/12 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週四,平日,2035W15,週2-4
2035/4/13 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週五,平日,2035W15,非參考日
2035/4/14 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週六,週末,2035W15,週六
2035/4/15 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週日,週末,2035W15,週日
2035/4/16 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週一,平日,2035W16,非參考日
2035/4/17 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週二,平日,2035W16,週2-4
2035/4/18 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週三,平日,2035W16,週2-4
2035/4/19 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週四,平日,2035W16,週2-4
2035/4/2 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週一,平日,2035W14,非參考日
2035/4/20 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週五,平日,2035W16,非參考日
2035/4/21 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週六,週末,2035W16,週六
2035/4/22 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週日,週末,2035W16,週日
2035/4/23 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週一,平日,2035W17,非參考日
2035/4/24 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週二,平日,2035W17,週2-4
2035/4/25 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週三,平日,2035W17,週2-4
2035/4/26 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週四,平日,2035W17,週2-4
2035/4/27 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週五,平日,2035W17,非參考日
2035/4/28 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週六,週末,2035W17,週六
2035/4/29 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週日,週末,2035W17,週日
2035/4/3 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週二,平日,2035W14,週2-4
2035/4/30 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週一,平日,2035W18,非參考日
2035/4/4 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週三,平日,2035W14,週2-4
2035/4/5 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週四,平日,2035W14,週2-4
2035/4/6 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週五,平日,2035W14,非參考日
2035/4/7 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週六,週末,2035W14,週六
2035/4/8 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週日,週末,2035W14,週日
2035/4/9 上午 12:00:00,2035,Q2,04,4月,2035-Apr,週一,平日,2035W15,非參考日
2035/5/1 上午 12:00:00,2035,Q2,05,5月,2035-May,週二,平日,2035W18,週2-4
2035/5/10 上午 12:00:00,2035,Q2,05,5月,2035-May,週四,平日,2035W19,週2-4
2035/5/11 上午 12:00:00,2035,Q2,05,5月,2035-May,週五,平日,2035W19,非參考日
2035/5/12 上午 12:00:00,2035,Q2,05,5月,2035-May,週六,週末,2035W19,週六
2035/5/13 上午 12:00:00,2035,Q2,05,5月,2035-May,週日,週末,2035W19,週日
2035/5/14 上午 12:00:00,2035,Q2,05,5月,2035-May,週一,平日,2035W20,非參考日
2035/5/15 上午 12:00:00,2035,Q2,05,5月,2035-May,週二,平日,2035W20,週2-4
2035/5/16 上午 12:00:00,2035,Q2,05,5月,2035-May,週三,平日,2035W20,週2-4
2035/5/17 上午 12:00:00,2035,Q2,05,5月,2035-May,週四,平日,2035W20,週2-4
2035/5/18 上午 12:00:00,2035,Q2,05,5月,2035-May,週五,平日,2035W20,非參考日
2035/5/19 上午 12:00:00,2035,Q2,05,5月,2035-May,週六,週末,2035W20,週六
2035/5/2 上午 12:00:00,2035,Q2,05,5月,2035-May,週三,平日,2035W18,週2-4
2035/5/20 上午 12:00:00,2035,Q2,05,5月,2035-May,週日,週末,2035W20,週日
2035/5/21 上午 12:00:00,2035,Q2,05,5月,2035-May,週一,平日,2035W21,非參考日
2035/5/22 上午 12:00:00,2035,Q2,05,5月,2035-May,週二,平日,2035W21,週2-4
2035/5/23 上午 12:00:00,2035,Q2,05,5月,2035-May,週三,平日,2035W21,週2-4
2035/5/24 上午 12:00:00,2035,Q2,05,5月,2035-May,週四,平日,2035W21,週2-4
2035/5/25 上午 12:00:00,2035,Q2,05,5月,2035-May,週五,平日,2035W21,非參考日
2035/5/26 上午 12:00:00,2035,Q2,05,5月,2035-May,週六,週末,2035W21,週六
2035/5/27 上午 12:00:00,2035,Q2,05,5月,2035-May,週日,週末,2035W21,週日
2035/5/28 上午 12:00:00,2035,Q2,05,5月,2035-May,週一,平日,2035W22,非參考日
2035/5/29 上午 12:00:00,2035,Q2,05,5月,2035-May,週二,平日,2035W22,週2-4
2035/5/3 上午 12:00:00,2035,Q2,05,5月,2035-May,週四,平日,2035W18,週2-4
2035/5/30 上午 12:00:00,2035,Q2,05,5月,2035-May,週三,平日,2035W22,週2-4
2035/5/31 上午 12:00:00,2035,Q2,05,5月,2035-May,週四,平日,2035W22,週2-4
2035/5/4 上午 12:00:00,2035,Q2,05,5月,2035-May,週五,平日,2035W18,非參考日
2035/5/5 上午 12:00:00,2035,Q2,05,5月,2035-May,週六,週末,2035W18,週六
2035/5/6 上午 12:00:00,2035,Q2,05,5月,2035-May,週日,週末,2035W18,週日
2035/5/7 上午 12:00:00,2035,Q2,05,5月,2035-May,週一,平日,2035W19,非參考日
2035/5/8 上午 12:00:00,2035,Q2,05,5月,2035-May,週二,平日,2035W19,週2-4
2035/5/9 上午 12:00:00,2035,Q2,05,5月,2035-May,週三,平日,2035W19,週2-4
2035/6/1 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週五,平日,2035W22,非參考日
2035/6/10 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週日,週末,2035W23,週日
2035/6/11 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週一,平日,2035W24,非參考日
2035/6/12 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週二,平日,2035W24,週2-4
2035/6/13 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週三,平日,2035W24,週2-4
2035/6/14 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週四,平日,2035W24,週2-4
2035/6/15 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週五,平日,2035W24,非參考日
2035/6/16 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週六,週末,2035W24,週六
2035/6/17 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週日,週末,2035W24,週日
2035/6/18 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週一,平日,2035W25,非參考日
2035/6/19 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週二,平日,2035W25,週2-4
2035/6/2 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週六,週末,2035W22,週六
2035/6/20 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週三,平日,2035W25,週2-4
2035/6/21 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週四,平日,2035W25,週2-4
2035/6/22 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週五,平日,2035W25,非參考日
2035/6/23 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週六,週末,2035W25,週六
2035/6/24 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週日,週末,2035W25,週日
2035/6/25 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週一,平日,2035W26,非參考日
2035/6/26 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週二,平日,2035W26,週2-4
2035/6/27 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週三,平日,2035W26,週2-4
2035/6/28 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週四,平日,2035W26,週2-4
2035/6/29 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週五,平日,2035W26,非參考日
2035/6/3 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週日,週末,2035W22,週日
2035/6/30 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週六,週末,2035W26,週六
2035/6/4 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週一,平日,2035W23,非參考日
2035/6/5 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週二,平日,2035W23,週2-4
2035/6/6 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週三,平日,2035W23,週2-4
2035/6/7 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週四,平日,2035W23,週2-4
2035/6/8 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週五,平日,2035W23,非參考日
2035/6/9 上午 12:00:00,2035,Q2,06,6月,2035-Jun,週六,週末,2035W23,週六
2035/7/1 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週日,週末,2035W26,週日
2035/7/10 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週二,平日,2035W28,週2-4
2035/7/11 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週三,平日,2035W28,週2-4
2035/7/12 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週四,平日,2035W28,週2-4
2035/7/13 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週五,平日,2035W28,非參考日
2035/7/14 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週六,週末,2035W28,週六
2035/7/15 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週日,週末,2035W28,週日
2035/7/16 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週一,平日,2035W29,非參考日
2035/7/17 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週二,平日,2035W29,週2-4
2035/7/18 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週三,平日,2035W29,週2-4
2035/7/19 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週四,平日,2035W29,週2-4
2035/7/2 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週一,平日,2035W27,非參考日
2035/7/20 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週五,平日,2035W29,非參考日
2035/7/21 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週六,週末,2035W29,週六
2035/7/22 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週日,週末,2035W29,週日
2035/7/23 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週一,平日,2035W30,非參考日
2035/7/24 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週二,平日,2035W30,週2-4
2035/7/25 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週三,平日,2035W30,週2-4
2035/7/26 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週四,平日,2035W30,週2-4
2035/7/27 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週五,平日,2035W30,非參考日
2035/7/28 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週六,週末,2035W30,週六
2035/7/29 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週日,週末,2035W30,週日
2035/7/3 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週二,平日,2035W27,週2-4
2035/7/30 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週一,平日,2035W31,非參考日
2035/7/31 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週二,平日,2035W31,週2-4
2035/7/4 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週三,平日,2035W27,週2-4
2035/7/5 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週四,平日,2035W27,週2-4
2035/7/6 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週五,平日,2035W27,非參考日
2035/7/7 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週六,週末,2035W27,週六
2035/7/8 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週日,週末,2035W27,週日
2035/7/9 上午 12:00:00,2035,Q3,07,7月,2035-Jul,週一,平日,2035W28,非參考日
2035/8/1 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週三,平日,2035W31,週2-4
2035/8/10 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週五,平日,2035W32,非參考日
2035/8/11 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週六,週末,2035W32,週六
2035/8/12 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週日,週末,2035W32,週日
2035/8/13 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週一,平日,2035W33,非參考日
2035/8/14 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週二,平日,2035W33,週2-4
2035/8/15 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週三,平日,2035W33,週2-4
2035/8/16 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週四,平日,2035W33,週2-4
2035/8/17 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週五,平日,2035W33,非參考日
2035/8/18 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週六,週末,2035W33,週六
2035/8/19 上午 12:00:00,2035,Q3,08,8月,2035-Aug,週日,週末,2035W33,週日
